3334	Omega()	1.67245	0	4	1	-3	0	0	0.	-1	1
3334	1	1	3334	0	0	0	0
-3334	Anti-Omega()	1.67245	0	4	-1	3	0	0	0.	1	1
-3334	1	1	-3334	0	0	0	0
32212	p_1650()	1.65	0.15	2	1	0	0	0	0.5	1	7
32212	2	0.543023256	2112	211	0	0	0
32212	2	0.270930233	2212	111	0	0	0
32212	2	0.081395349	3122	321	0	0	0
32212	2	0.046511628	2224	-211	0	0	0
32212	2	0.031395349	2214	111	0	0	0
32212	2	0.015116279	2114	211	0	0	0
32212	2	0.011627907	2212	221	0	0	0
32112	n_1650()	1.65	0.15	2	1	0	0	0	0.5	0	7
32112	2	0.543023256	2212	-211	0	0	0
32112	2	0.270930233	2112	111	0	0	0
32112	2	0.081395349	3122	311	0	0	0
32112	2	0.046511628	1114	211	0	0	0
32112	2	0.031395349	2114	111	0	0	0
32112	2	0.015116279	2214	-211	0	0	0
32112	2	0.011627907	2112	221	0	0	0
-32112	Anti-n_1650()	1.65	0.15	2	-1	0	0	0	0.5	0	7
-32112	2	0.543023256	-2212	211	0	0	0
-32112	2	0.270930233	-2112	111	0	0	0
-32112	2	0.081395349	-3122	-311	0	0	0
-32112	2	0.046511628	-1114	-211	0	0	0
-32112	2	0.031395349	-2114	111	0	0	0
-32112	2	0.015116279	-2214	211	0	0	0
-32112	2	0.011627907	-2112	221	0	0	0
-32212	Anti-p_1650()	1.65	0.15	2	-1	0	0	0	0.5	-1	7
-32212	2	0.543023256	-2112	-211	0	0	0
-32212	2	0.270930233	-2212	111	0	0	0
-32212	2	0.081395349	-3122	-321	0	0	0
-32212	2	0.046511628	-2224	211	0	0	0
-32212	2	0.031395349	-2214	111	0	0	0
-32212	2	0.015116279	-2114	-211	0	0	0
-32212	2	0.011627907	-2212	221	0	0	0
60223	omega_1650()	1.649	0.22	3	0	0	0	0	0.	0	5
60223	3	0.246	223	-211	211	0	0
60223	2	0.211	-213	211	0	0	0
60223	2	0.211	213	-211	0	0	0
60223	2	0.21	113	111	0	0	0
60223	3	0.122	223	111	111	0	0
2222	Del_1620(++)	1.62	0.15	2	1	0	0	0	1.5	2	3
2222	2	0.4	2224	111	0	0	0
2222	2	0.333333333	2212	211	0	0	0
2222	2	0.266666667	2214	211	0	0	0
2122	Del_1620(+)	1.62	0.15	2	1	0	0	0	1.5	1	5
2122	2	0.356	2114	211	0	0	0
2122	2	0.266666667	2224	-211	0	0	0
2122	2	0.222666667	2212	111	0	0	0
2122	2	0.110666667	2112	211	0	0	0
2122	2	0.044	2214	111	0	0	0
1212	Del_1620(0)	1.62	0.15	2	1	0	0	0	1.5	0	5
1212	2	0.356	2214	-211	0	0	0
1212	2	0.266666667	1114	211	0	0	0
1212	2	0.222666667	2112	111	0	0	0
1212	2	0.110666667	2212	-211	0	0	0
1212	2	0.044	2114	111	0	0	0
1112	Del_1620(-)	1.62	0.15	2	1	0	0	0	1.5	-1	3
1112	2	0.4	1114	111	0	0	0
1112	2	0.333333333	2112	-211	0	0	0
1112	2	0.266666667	2114	-211	0	0	0
-1112	Anti-Del_1620(-)	1.62	0.15	2	-1	0	0	0	1.5	1	3
-1112	2	0.4	-1114	111	0	0	0
-1112	2	0.333333333	-2112	211	0	0	0
-1112	2	0.266666667	-2114	211	0	0	0
-1212	Anti-Del_1620(0)	1.62	0.15	2	-1	0	0	0	1.5	0	5
-1212	2	0.356	-2214	211	0	0	0
-1212	2	0.266666667	-1114	-211	0	0	0
-1212	2	0.222666667	-2112	111	0	0	0
-1212	2	0.110666667	-2212	211	0	0	0
-1212	2	0.044	-2114	111	0	0	0
-2122	Anti-Del_1620(+)	1.62	0.15	2	-1	0	0	0	1.5	-1	5
-2122	2	0.356	-2114	-211	0	0	0
-2122	2	0.266666667	-2224	211	0	0	0
-2122	2	0.222666667	-2212	111	0	0	0
-2122	2	0.110666667	-2112	-211	0	0	0
-2122	2	0.044	-2214	111	0	0	0
-2222	Anti-Del_1620(++)	1.62	0.15	2	-1	0	0	0	1.5	-2	3
-2222	2	0.4	-2224	111	0	0	0
-2222	2	0.333333333	-2212	-211	0	0	0
-2222	2	0.266666667	-2214	-211	0	0	0
32224	Del_1600(++)	1.6	0.35	4	1	0	0	0	1.5	2	4
32224	2	0.366666667	2224	111	0	0	0
32224	2	0.244444444	2214	211	0	0	0
32224	2	0.222222222	12212	211	0	0	0
32224	2	0.166666667	2212	211	0	0	0
32214	Del_1600(+)	1.6	0.35	4	1	0	0	0	1.5	1	7
32214	2	0.325555556	2114	211	0	0	0
32214	2	0.244444444	2224	-211	0	0	0
32214	2	0.147777778	12212	111	0	0	0
32214	2	0.111111111	2212	111	0	0	0
32214	2	0.074444444	12112	211	0	0	0
32214	2	0.055555556	2112	211	0	0	0
32214	2	0.041111111	2214	111	0	0	0
32114	Del_1600(0)	1.6	0.35	4	1	0	0	0	1.5	0	7
32114	2	0.325555556	2214	-211	0	0	0
32114	2	0.244444444	1114	211	0	0	0
32114	2	0.147777778	12112	111	0	0	0
32114	2	0.111111111	2112	111	0	0	0
32114	2	0.074444444	12212	-211	0	0	0
32114	2	0.055555556	2212	-211	0	0	0
32114	2	0.041111111	2114	111	0	0	0
31114	Del_1600(-)	1.6	0.35	4	1	0	0	0	1.5	-1	4
31114	2	0.366666667	1114	111	0	0	0
31114	2	0.244444444	2114	-211	0	0	0
31114	2	0.222222222	12112	-211	0	0	0
31114	2	0.166666667	2112	-211	0	0	0
23122	Lamb_1600()	1.6	0.15	2	1	-1	0	0	0.	0	5
23122	2	0.217	3112	211	0	0	0
23122	2	0.217	3222	-211	0	0	0
23122	2	0.216	3212	111	0	0	0
23122	2	0.175	2112	-311	0	0	0
23122	2	0.175	2212	-321	0	0	0
-23122	Anti-Lamb_1600()	1.6	0.15	2	-1	1	0	0	0.	0	5
-23122	2	0.217	-3222	211	0	0	0
-23122	2	0.217	-3112	-211	0	0	0
-23122	2	0.216	-3212	111	0	0	0
-23122	2	0.175	-2212	321	0	0	0
