2001034	Delta(2950)-	2.95	0.5	16	1	0	0	0	1.5	-1	2
2001034	2	0.96	2001030	22	0	0	0
2001034	2	0.04	2112	-211	0	0	0
2001033	Delta(2950)0	2.95	0.5	16	1	0	0	0	1.5	0	3
2001033	2	0.96	2001029	22	0	0	0
2001033	2	0.02	2112	111	0	0	0
2001033	2	0.02	2212	-211	0	0	0
2001032	Delta(2950)+	2.95	0.5	16	1	0	0	0	1.5	1	3
2001032	2	0.96	2001028	22	0	0	0
2001032	2	0.02	2112	211	0	0	0
2001032	2	0.02	2212	111	0	0	0
2001031	Delta(2950)++	2.95	0.5	16	1	0	0	0	1.5	2	2
2001031	2	0.96	2001027	22	0	0	0
2001031	2	0.04	2212	211	0	0	0
-2001031	Anti-Delta(2950)++	2.95	0.5	16	-1	0	0	0	1.5	-2	2
-2001031	2	0.96	-2001027	22	0	0	0
-2001031	2	0.04	-2212	-211	0	0	0
-2001032	Anti-Delta(2950)+	2.95	0.5	16	-1	0	0	0	1.5	-1	3
-2001032	2	0.96	-2001028	22	0	0	0
-2001032	2	0.02	-2212	111	0	0	0
-2001032	2	0.02	-2112	-211	0	0	0
-2001033	Anti-Delta(2950)0	2.95	0.5	16	-1	0	0	0	1.5	0	3
-2001033	2	0.96	-2001029	22	0	0	0
-2001033	2	0.02	-2212	211	0	0	0
-2001033	2	0.02	-2112	111	0	0	0
-2001034	Anti-Delta(2950)-	2.95	0.5	16	-1	0	0	0	1.5	1	2
-2001034	2	0.96	-2001030	22	0	0	0
-2001034	2	0.04	-2112	211	0	0	0
2001030	Delta(2750)-	2.75	0.425	14	1	0	0	0	1.5	-1	2
2001030	2	0.96	910	22	0	0	0
2001030	2	0.04	2112	-211	0	0	0
2001029	Delta(2750)0	2.75	0.425	14	1	0	0	0	1.5	0	3
2001029	2	0.96	2000099	22	0	0	0
2001029	2	0.02	2112	111	0	0	0
2001029	2	0.02	2212	-211	0	0	0
2001028	Delta(2750)+	2.75	0.425	14	1	0	0	0	1.5	1	3
2001028	2	0.96	2000098	22	0	0	0
2001028	2	0.02	2112	211	0	0	0
2001028	2	0.02	2212	111	0	0	0
2001027	Delta(2750)++	2.75	0.425	14	1	0	0	0	1.5	2	2
2001027	2	0.96	2000097	22	0	0	0
2001027	2	0.04	2212	211	0	0	0
-2001027	Anti-Delta(2750)++	2.75	0.425	14	-1	0	0	0	1.5	-2	2
-2001027	2	0.96	-2000097	22	0	0	0
-2001027	2	0.04	-2212	-211	0	0	0
-2001028	Anti-Delta(2750)+	2.75	0.425	14	-1	0	0	0	1.5	-1	3
-2001028	2	0.96	-2000098	22	0	0	0
-2001028	2	0.02	-2212	111	0	0	0
-2001028	2	0.02	-2112	-211	0	0	0
-2001029	Anti-Delta(2750)0	2.75	0.425	14	-1	0	0	0	1.5	0	3
-2001029	2	0.96	-2000099	22	0	0	0
-2001029	2	0.02	-2212	211	0	0	0
-2001029	2	0.02	-2112	111	0	0	0
-2001030	Anti-Delta(2750)-	2.75	0.425	14	-1	0	0	0	1.5	1	2
-2001030	2	0.96	-910	22	0	0	0
-2001030	2	0.04	-2112	211	0	0	0
2000125	N(2700)0	2.7	0.436158087	14	1	0	0	0	0.5	0	3
2000125	2	0.96	2000096	22	0	0	0
2000125	2	0.02	2112	111	0	0	0
2000125	2	0.02	2212	-211	0	0	0
2000124	N(2700)+	2.7	0.436121728	14	1	0	0	0	0.5	1	3
2000124	2	0.96	2000095	22	0	0	0
2000124	2	0.02	2112	211	0	0	0
2000124	2	0.02	2212	111	0	0	0
-2000124	Anti-N(2700)+	2.7	0.436121728	14	-1	0	0	0	0.5	-1	3
